Season,Episode,Title,Person1,Person2,Start,End,Duration,Location,Type,Queer,Transactional,NonConsentual,Notes
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,51:55,51:47,00:08,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,51:47,51:39,00:08,Flashback,Kiss/Kissing,0,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,47:26,47:05,00:21,Outside,"Groping/Touching, Kiss/Kissing",0,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,45:10,45:01,00:09,Outside,"Groping/Touching, Kiss/Kissing",0,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,44:44,44:34,00:10,Outside,"Groping/Touching, Kiss/Kissing",0,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,39:50,39:48,00:02,Outside,Kiss/Kissing,0,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,38:21,38:19,00:02,Outside,Kiss/Kissing,0,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,36:23,36:22,00:01,Flashback,Kiss/Kissing,1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,36:17,36:10,00:07,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,36:07,36:06,00:01,Flashback,Kiss/Kissing,1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,36:02,35:58,00:04,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,35:51,35:39,00:12,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,1/1/1900 11,35:31,00:06,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
1,1,I Wasn't Ready,Larry Bloom,Piper Chapman,30:41,30:38,00:03,Flashback,Kiss/Kissing,0,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,27:38,27:37,00:01,Flashback,Kiss/Kissing,1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,27:13,26:59,00:14,Flashback,Groping/Touching,1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,26:39,26:38,00:01,Flashback,Kiss/Kissing,1,0,0,
1,1,I Wasn't Ready,Alex Vause,Piper Chapman,15:49,15:47,00:02,Flashback,Kiss/Kissing,1,0,0,
1,1,I Wasn't Ready,Lorna Morello,Nicky Nichols,04:48,04:35,00:13,Litchfield,"Groping/Touching, Kiss/Kissing, Penetrative sex (hand)",1,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,34:44,34:42,00:02,Flashback,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,32:25,32:22,00:03,Litchfield,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,32:21,32:20,00:01,Litchfield,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,29:44,29:42,00:02,Litchfield,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,29:33,29:29,00:04,Litchfield,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,29:21,29:18,00:03,Litchfield,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,17:15,17:14,00:01,Flashback,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Larry Bloom,Piper Chapman,16:32,16:17,00:15,Flashback,Kiss/Kissing,0,0,0,
1,2,Tit Punch,Piper Chapman,"Suzanne ""Crazy Eyes"" Warren",02:33,02:25,00:08,Litchfield,Groping/Touching,1,0,1,
1,3,Lesbian Request Denied,Lorna Morello,Nicky Nichols,44:41,44:40,00:01,Litchfield,Groping/Touching,1,0,0,
1,3,Lesbian Request Denied,Crystal Burset,Sophia Burset,33:19,33:08,00:11,Flashback,Kiss/Kissing,1,0,0,
1,3,Lesbian Request Denied,"George ""Pornstache"" Mendez",Leanne Taylor,04:25,04:21,00:04,Litchfield,Oral sex (penis),0,1,0,
1,4,Imaginary Enemies,"George ""Pornstache"" Mendez",Piper Chapman,32:50,32:47,00:03,Litchfield,Groping/Touching,0,0,1,Handsy patdown
1,4,Imaginary Enemies,Mercy Valduto,Tricia Miller,11:02,10:56,00:06,Litchfield,Kiss/Kissing,1,0,0,
1,4,Imaginary Enemies,Mercy Valduto,Tricia Miller,02:59,02:56,00:03,Litchfield,Kiss/Kissing,1,0,0,
1,5,The Chickening,Lorna Morello,Nicky Nichols,51:39,51:19,00:20,Litchfield,Penetrative sex (hand),1,0,0,
1,5,The Chickening,Aleida Diaz,Cesar Velazquez,43:44,43:42,00:02,Flashback,Kiss/Kissing,0,0,0,
1,5,The Chickening,Aleida Diaz,Cesar Velazquez,28:24,28:23,00:01,Flashback,Kiss/Kissing,0,0,0,
1,5,The Chickening,Aleida Diaz,Cesar Velazquez,27:20,27:18,00:02,Flashback,Kiss/Kissing,0,0,0,Potentially transactional
1,5,The Chickening,Cesar Velazquez,"Dayanara ""Daya"" Diaz",05:29,04:58,00:31,Flashback,"Groping/Touching, Kiss/Kissing",0,0,0,
1,6,WAC Pack,"Dayanara ""Daya"" Diaz",John Bennett,32:00,31:38,00:22,Litchfield,"Groping/Touching, Kiss/Kissing",0,0,0,
1,6,WAC Pack,"Dayanara ""Daya"" Diaz",John Bennett,31:11,31:01,00:10,Litchfield,"Groping/Touching, Kiss/Kissing",0,0,0,
1,6,WAC Pack,Alex Vause,Piper Chapman,25:39,25:37,00:02,Flashback,Kiss/Kissing,1,0,0,
1,6,WAC Pack,"Carrie ""Big Boo"" Black",Mei Chang,12:12,12:09,00:03,Litchfield,Groping/Touching,1,0,0,"Sexual dancing, potentially non-consentual"
1,6,WAC Pack,"Carrie ""Big Boo"" Black","Suzanne ""Crazy Eyes"" Warren",11:48,11:47,00:01,Litchfield,Groping/Touching,1,0,0,"Sexual dancing, potentially non-consentual"
1,6,WAC Pack,"Carrie ""Big Boo"" Black","Suzanne ""Crazy Eyes"" Warren",11:45,11:42,00:03,Litchfield,Groping/Touching,1,0,0,"Sexual dancing, potentially non-consentual"
1,9,F*cksgiving,Alex Vause,"Tiffany ""Pennsatucky"" Doggett",38:37,38:35,00:02,Litchfield,Kiss/Kissing,1,0,1,
1,9,F*cksgiving,Alex Vause,Piper Chapman,02:30,02:17,00:13,Litchfield,"Groping/Touching, Kiss/Kissing",1,0,0,
1,10,Bora Bora Bora,Alex Vause,Piper Chapman,52:49,52:44,00:05,Litchfield,Oral sex (vagina),1,0,0,
1,11,Tall Men with Feelings,Alex Vause,Piper Chapman,45:26,45:25,00:01,Litchfield,Kiss/Kissing,1,0,0,
1,11,Tall Men with Feelings,Alex Vause,Piper Chapman,42:55,42:54,00:01,Litchfield,Kiss/Kissing,1,0,0,
1,11,Tall Men with Feelings,"Dayanara ""Daya"" Diaz",John Bennett,20:29,20:24,00:05,Litchfield,Kiss/Kissing,0,0,0,
1,11,Tall Men with Feelings,Alex Vause,Piper Chapman,15:01,15:00,00:01,Litchfield,Kiss/Kissing,1,0,0,
1,11,Tall Men with Feelings,Alex Vause,Piper Chapman,14:07,13:56,00:11,Litchfield,Kiss/Kissing,1,0,0,
1,11,Tall Men with Feelings,"Dayanara ""Daya"" Diaz","George ""Pornstache"" Mendez",10:21,10:13,00:08,Litchfield,Kiss/Kissing,0,0,0,Setup to frame
1,11,Tall Men with Feelings,"Dayanara ""Daya"" Diaz","George ""Pornstache"" Mendez",09:59,09:40,00:19,Litchfield,Groping/Touching,0,0,0,"Undressing, condom application. Setup to frame"
1,12,Fool Me Once,Alex Vause,Piper Chapman,55:18,55:17,00:01,Litchfield,Kiss/Kissing,1,0,0,
1,12,Fool Me Once,Alex Vause,Piper Chapman,49:41,49:20,00:21,Litchfield,"Groping/Touching, Kiss/Kissing",1,0,1,
1,12,Fool Me Once,"Dayanara ""Daya"" Diaz","George ""Pornstache"" Mendez",42:43,42:20,00:23,Litchfield,Penetrative sex (penis),0,0,0,Setup to frame
1,13,Can't Fix Crazy,Alex Vause,Nicky Nichols,15:49,15:25,00:24,Litchfield,Hand/Finger stimulation (vagina),1,0,0,
2,1,Thirsty Bird,Alex Vause,Piper Chapman,04:32,04:30,00:02,Flashback,Kiss/Kissing,1,0,0,
2,3,Hugs Can Be Deceiving,Nicky Nichols,Unnamed Inmate 1,26:36,26:16,00:20,Litchfield,"Groping/Touching, Kiss/Kissing, Penetrative sex (hand)",1,0,0,
2,3,Hugs Can Be Deceiving,Nicky Nichols,Unnamed Inmate 2,21:03,20:42,00:21,Litchfield,Penetrative sex (hand),1,0,0,
2,3,Hugs Can Be Deceiving,Lorna Morello,Nicky Nichols,08:45,08:44,00:01,Litchfield,Kiss/Kissing,1,0,0,
2,4,A Whole Other Hole,Poussey Washington,"Tasha ""Taystee"" Jefferson",33:36,33:29,00:07,Litchfield,Kiss/Kissing,1,0,0,One-sided
2,4,A Whole Other Hole,Brook Soso,Nicky Nichols,10:25,09:36,00:49,Litchfield,"Groping/Touching, Oral sex (vagina)",1,0,0,
2,4,A Whole Other Hole,Brook Soso,Nicky Nichols,09:33,09:20,00:13,Litchfield,"Groping/Touching, Oral sex (vagina)",1,0,0,
2,4,A Whole Other Hole,Larry Bloom,Polly Harper,06:19,06:18,00:01,Outside,Kiss/Kissing,0,0,0,
2,4,A Whole Other Hole,Brook Soso,Nicky Nichols,04:43,04:41,00:02,Litchfield,Groping/Touching,1,0,0,
2,5,Low Self Esteem City,Arturo,Gloria Mendoza,47:30,47:28,00:02,Flashback,"Groping/Touching, Kiss/Kissing",0,0,0,
2,5,Low Self Esteem City,Arturo,Gloria Mendoza,34:55,34:53,00:02,Flashback,Kiss/Kissing,0,0,0,
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,54:10,54:07,00:03,Flashback,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,53:42,53:35,00:07,Flashback,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,53:30,53:29,00:01,Flashback,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,42:27,41:55,00:32,Flashback,Other,1,0,0,Scissoring
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,41:20,41:10,00:10,Flashback,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,Franziska Mertensacker,Poussey Washington,40:56,40:36,00:20,Flashback,"Groping/Touching, Kiss/Kissing, Oral sex (vagina)",1,0,0,
2,6,You Also Have a Pizza,"Dayanara ""Daya"" Diaz",John Bennett,24:05,23:45,00:20,Litchfield,"Groping/Touching, Kiss/Kissing, Penetrative sex (penis)",0,0,0,
2,6,You Also Have a Pizza,"Dayanara ""Daya"" Diaz",John Bennett,21:08,21:07,00:01,Litchfield,Kiss/Kissing,0,0,0,
2,6,You Also Have a Pizza,Larry Bloom,Polly Harper,11:13,11:06,00:07,Outside,Kiss/Kissing,0,0,0,
2,6,You Also Have a Pizza,Pete Harper,Polly Harper,10:52,10:51,00:01,Outside,Kiss/Kissing,0,0,0,
2,6,You Also Have a Pizza,"Marisol ""Flaca"" Gonzales",Maritza Ramos,07:53,07:52,00:01,Litchfield,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,"Marisol ""Flaca"" Gonzales",Maritza Ramos,07:43,07:32,00:11,Litchfield,Kiss/Kissing,1,0,0,
2,6,You Also Have a Pizza,"Marisol ""Flaca"" Gonzales",Maritza Ramos,07:15,07:14,00:01,Litchfield,Kiss/Kissing,1,0,0,
2,7,Comic Sans,Larry Bloom,Polly Harper,27:31,27:23,00:08,Outside,Kiss/Kissing,0,0,0,
2,7,Comic Sans,Larry Bloom,Polly Harper,27:14,27:05,00:09,Outside,"Groping/Touching, Kiss/Kissing",0,0,0,
2,7,Comic Sans,Scott O'Neil,Wanda Bell,19:32,19:21,00:11,Litchfield,Kiss/Kissing,0,0,0,
2,7,Comic Sans,Scott O'Neil,Wanda Bell,19:16,19:15,00:01,Litchfield,Kiss/Kissing,0,0,0,
2,8,Appropriately Sized Pots,Marco,Rosa Cisneros,54:44,54:35,00:09,Flashback,Kiss/Kissing,0,0,0,
2,8,Appropriately Sized Pots,Marco,Rosa Cisneros,52:14,52:09,00:05,Flashback,Kiss/Kissing,0,0,0,
2,8,Appropriately Sized Pots,Andy,Rosa Cisneros,39:12,39:11,00:01,Flashback,Kiss/Kissing,0,0,0,
2,8,Appropriately Sized Pots,Andy,Rosa Cisneros,38:19,38:11,00:08,Flashback,Kiss/Kissing,0,0,0,
2,8,Appropriately Sized Pots,Andy,Rosa Cisneros,37:17,37:16,00:01,Flashback,Kiss/Kissing,0,0,0,After death
2,8,Appropriately Sized Pots,Don,Rosa Cisneros,28:34,28:28,00:06,Flashback,Kiss/Kissing,0,0,0,
2,9,40 Oz. of Furlough,Larry Bloom,Piper Chapman,35:19,34:22,00:57,Outside,"Groping/Touching, Kiss/Kissing, Oral sex (penis)",0,0,0,
2,9,40 Oz. of Furlough,"Dayanara ""Daya"" Diaz",John Bennett,26:37,26:04,00:33,Litchfield,Hand/Finger stimulation (penis),0,0,0,
2,9,40 Oz. of Furlough,Cal Chapman,Neri Feldman,20:54,20:53,00:01,Outside,Kiss/Kissing,0,0,0,
2,9,40 Oz. of Furlough,Cal Chapman,Neri Feldman,20:40,20:39,00:01,Outside,Kiss/Kissing,0,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,59:50,59:31,00:19,Flashback,"Groping/Touching, Kiss/Kissing, Oral sex (vagina)",1,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,59:26,59:11,00:15,Flashback,Kiss/Kissing,1,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,58:41,58:33,00:08,Flashback,Kiss/Kissing,1,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,58:23,58:21,00:02,Flashback,Kiss/Kissing,1,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,45:26,45:13,00:13,Flashback,"Groping/Touching, Kiss/Kissing",1,0,0,
2,10,Little Mustachioed Sh*t,Alex Vause,Piper Chapman,16:21,16:18,00:03,Flashback,Kiss/Kissing,1,0,0,
2,10,Little Mustachioed Sh*t,"Dayanara ""Daya"" Diaz","George ""Pornstache"" Mendez",02:49,02:48,00:01,Litchfield,Kiss/Kissing,0,0,1,
2,11,Take a Break From Your Values,Larry Bloom,Polly Harper,27:35,27:29,00:06,Outside,Kiss/Kissing,0,0,0,
2,12,It Was The Change,RJ,"Yvonne ""Vee"" Parker",26:09,25:58,00:11,Flashback,Kiss/Kissing,0,0,0,
2,12,It Was The Change,Gavin,Jason Figueroa,03:30,03:14,00:16,Outside,Kiss/Kissing,1,0,0,
2,13,We Have Manners. We're Polite.,Joe Caputo,Natalie Figueroa,81:15,80:46,00:29,Litchfield,Oral sex (penis),0,1,0,Natalie intended it to be transactional
2,13,We Have Manners. We're Polite.,Joe Caputo,Natalie Figueroa,80:23,80:22,00:01,Litchfield,Kiss/Kissing,0,0,0,
3,1,Mother's Day,Alex Vause,Piper Chapman,25:42,25:37,00:05,Litchfield,Kiss/Kissing,1,0,0,
3,1,Mother's Day,Aleida Diaz,Daya's Dad,10:36,10:35,00:01,Flashback,Kiss/Kissing,0,0,0,
3,2,Bed Bugs and Beyond,"Dayanara ""Daya"" Diaz",John Bennett,27:53,27:46,00:07,Litchfield,Kiss/Kissing,0,0,0,
3,2,Bed Bugs and Beyond,Alex Vause,Piper Chapman,03:52,03:26,00:26,Litchfield,"Groping/Touching, Kiss/Kissing, Oral sex (vagina)",1,0,0,
3,2,Bed Bugs and Beyond,Alex Vause,Piper Chapman,03:19,03:04,00:15,Litchfield,"Groping/Touching, Kiss/Kissing",1,0,0,
3,3,Empathy is a Boner Killer,Alex Vause,Piper Chapman,52:24,51:49,00:35,Litchfield,"Groping/Touching, Kiss/Kissing",1,0,0,
3,3,Empathy is a Boner Killer,Alex Vause,Piper Chapman,51:30,51:29,00:01,Litchfield,Kiss/Kissing,1,0,0,
3,3,Empathy is a Boner Killer,Alex Vause,Piper Chapman,13:21,13:14,00:07,Litchfield,Kiss/Kissing,1,0,0,
3,4,Finger in the Dyke,"Carrie ""Big Boo"" Black",Tracy,41:42,41:38,00:04,Flashback,Kiss/Kissing,1,0,0,
3,4,Finger in the Dyke,"Carrie ""Big Boo"" Black",Unnamed Woman 1,29:17,28:59,00:18,Flashback,Penetrative sex (dildo),1,0,0,
3,4,Finger in the Dyke,"Carrie ""Big Boo"" Black",Unnamed Woman 1,28:38,28:33,00:05,Flashback,Kiss/Kissing,1,0,0,
3,4,Finger in the Dyke,Alex Vause,Piper Chapman,17:56,17:50,00:06,Litchfield,Kiss/Kissing,1,0,0,
3,4,Finger in the Dyke,Alex Vause,Piper Chapman,17:17,17:16,00:01,Litchfield,Kiss/Kissing,1,0,0,
3,4,Finger in the Dyke,Alex Vause,Piper Chapman,17:00,16:54,00:06,Litchfield,Kiss/Kissing,1,0,0,
3,7,Tongue-Tied,Mack Romano,Norma Romano,35:11,35:09,00:02,Flashback,Kiss/Kissing,0,0,0,
3,7,Tongue-Tied,Brook Soso,Norma Romano,02:51,02:50,00:01,Litchfield,Kiss/Kissing,1,0,0,As part of a spiritual thing
3,9,Where My Dreidel At,Charlie Coates,"Tiffany ""Pennsatucky"" Doggett",09:55,09:33,00:22,Outside,Kiss/Kissing,0,0,1,
3,9,Where My Dreidel At,Piper Chapman,Stella Carlin,02:59,02:54,00:05,Litchfield,Kiss/Kissing,1,0,0,
3,9,Where My Dreidel At,Piper Chapman,Stella Carlin,02:25,02:24,00:01,Litchfield,Kiss/Kissing,1,0,0,
3,10,A Tittin' and a Harrin',Maureen Kukudio,"Suzanne ""Crazy Eyes"" Warren",45:57,45:56,00:01,Litchfield,Kiss/Kissing,1,0,0,
3,10,A Tittin' and a Harrin',Abe,"Tiffany ""Pennsatucky"" Doggett",38:07,37:58,00:09,Flashback,Penetrative sex (penis),0,1,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",23:53,23:47,00:06,Flashback,Kiss/Kissing,0,0,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",23:38,22:18,01:20,Flashback,"Kiss/Kissing, Hand/Finger stimulation (vagina)",0,0,0,
3,10,A Tittin' and a Harrin',Piper Chapman,Stella Carlin,09:37,09:31,00:06,Litchfield,Kiss/Kissing,1,0,0,
3,10,A Tittin' and a Harrin',Piper Chapman,Stella Carlin,09:27,09:25,00:02,Litchfield,Kiss/Kissing,1,0,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",06:20,06:14,00:06,Flashback,Kiss/Kissing,0,0,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",05:46,05:41,00:05,Flashback,Kiss/Kissing,0,0,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",05:24,05:20,00:04,Flashback,Kiss/Kissing,0,0,0,
3,10,A Tittin' and a Harrin',Nathan,"Tiffany ""Pennsatucky"" Doggett",05:10,05:07,00:03,Flashback,Kiss/Kissing,0,0,0,
3,10,A Tittin' and a Harrin',Abe,"Tiffany ""Pennsatucky"" Doggett",04:04,03:51,00:13,Flashback,Penetrative sex (penis),0,0,1,
3,10,A Tittin' and a Harrin',Charlie Coates,"Tiffany ""Pennsatucky"" Doggett",02:52,02:28,00:24,Litchfield,Penetrative sex (penis),0,0,1,
3,11,We Can Be Heros,Joe Caputo,Natalie Figueroa,59:41,59:21,00:20,Outside,Penetrative sex (penis),0,0,0,
3,11,We Can Be Heros,Alex Vause,Piper Chapman,46:38,46:35,00:03,Litchfield,Kiss/Kissing,1,0,0,
3,13,Trust No Bitch,Lorna Morello,Vince Muccio,71:08,70:53,00:15,Litchfield,Kiss/Kissing,0,0,0,
3,13,Trust No Bitch,Piper Chapman,Stella Carlin,55:40,55:38,00:02,Litchfield,Kiss/Kissing,1,0,0,
3,13,Trust No Bitch,Joe Caputo,Natalie Figueroa,40:54,40:38,00:16,Outside,Penetrative sex (penis),0,0,0,
3,13,Trust No Bitch,Joe Caputo,Natalie Figueroa,38:22,38:20,00:02,Outside,Penetrative sex (penis),0,0,0,
3,13,Trust No Bitch,Lorna Morello,Vince Muccio,28:02,27:55,00:07,Litchfield,Kiss/Kissing,0,0,0,
3,13,Trust No Bitch,Lorna Morello,Vince Muccio,27:27,27:15,00:12,Litchfield,Penetrative sex (penis),0,0,0,
3,13,Trust No Bitch,Piper Chapman,Stella Carlin,24:49,24:45,00:04,Litchfield,Kiss/Kissing,1,0,0,
4,1,Work That Body for Me,Maureen Kukudio,"Suzanne ""Crazy Eyes"" Warren",28:55,28:54,00:01,Outside,Kiss/Kissing,1,0,0,
4,2,Power Suit,Maria Ruiz,Unnamed Police Officer 1,38:10,38:05,00:05,Flashback,Groping/Touching,0,0,1,Handsy patdown
4,2,Power Suit,Maria Ruiz,Yadriel,25:17,25:16,00:01,Flashback,Kiss/Kissing,0,0,0,
4,2,Power Suit,Maria Ruiz,Yadriel,25:10,25:09,00:01,Flashback,Kiss/Kissing,0,0,0,
